SampleID	LUCAS_ID	Elevation	Erosion_risk	Slope	Aspect	Sample_month	Precipitation_in_sample_month	Temperature_in_sample_month	AvTemp2000_2018	AvPrec2000_2018	bas	Cmic	qO2	Water_content	BARCODE_ID	LC1_2018	LC_simpl_2018	LU1_2018	LU1_2015	Depth	Coarse_fragments	Clay	Sand	Silt	pH	Electrical_conductivity	Organic_carbon	Carbonates	P	N	K	Bulk_density	bioregions	Aridity_in_sample_month	Bioregions_chr	LC_num	C:N	Sample_season	Soil_depth	Mean_annual_temperature	Mean_diurnal_range	Isothermality	Temperature_seasonality	Max_temperature_of_warmest month	Min_temperature_of_coldest month	Temperature_annual_range	Mean_temperature_of_the_wettest_quarter	Mean_temperature_of_driest_quarter	Mean_temperature_of_warmest_quarter	Mean_temperature_of_coldest_quarter	Total_annual_precipitation	Precipitation_of_wettest_month	Precipitation_of_driest_month	Precipitation_seasonality	Precipitation_of_wettest_quarter	Precipitation_of_driest_quarter	Precipitation_of_warmest_quarter	Precipitation_of_coldest_quarter	Sample_date	SSM	SSMA	Project
Lucas0178	33782062	1077.010986	2.214652532	90	0	6	71.01656342	18.17508268	11.6221311	28.78145047	0	289.7680905	0	6.58456486	Lucas0178	CL_annual	Cropland	U420	U420	0-20	33	29	37	34	7.6	13.98	12.9	7	13.8	1.5	232.9	1.543650872	4	1.38771761	atlantic	1	8.6	Summer	1684	10.85416661	14.10833323	43.14475052	661.8412852	29.89999962	-2.799999952	32.69999957	12.64999974	4.416666786	19.46666638	3.400000016	461	73	21	39.51766448	176	73	125	79	25.06.2018	14.54414845	0.818890274	LUCAS
Lucas0179	40723226	13.94553185	0.327872776	0	276.7058824	5	59.7623291	15.39664268	10.60678869	62.3200798	0.928065598	238.6366008	0.003889033	11.56888596	Lucas0179	GL_managed	Grassland	U111	U111	0-20	4	4	85	11	5.94	8.81	30.6	0	94.9	2.6	42.8	1.267311145	7	1.234844522	continental	3	11.76923077	Spring	1286	9.59583324	7.941666568	35.14011814	562.8840386	22.39999962	-0.200000003	22.59999962	3.916666611	5.533333269	16.58333302	2.849999975	779	76	45	15.09404855	216	158	205	192	24.05.2018	10.40309715	0.3692469	LUCAS
Lucas0180	42223056	203.2862244	4.827019572	5.126400082	81.88235294	5	66.64632416	16.56986952	9.654979003	63.37731873	1.452031603	444.3841234	0.003267515	11.69435216	Lucas0180	GL_managed	Grassland	U111	U111	0-20	13	17	31	52	5.8	7.45	24.9	1	17.5	2.7	60.3	1.261206627	7	1.344492628	continental	3	9.222222222	Spring	1698	9.20000006	8.13333334	32.53333429	649.8566263	23.29999924	-1.700000048	24.99999928	15.83333341	5.000000079	17.3499999	1.383333335	655	64	42	13.18627684	187	138	173	156	23.05.2018	12.58420181	-0.149404123	LUCAS
Lucas0181	31141756	328.0643005	4.473170413	0	107.2941176	5	36.71355057	19.51999855	17.70765626	34.04403531	0	599.0155039	0	11.281198	Lucas0181	CL_annual	Cropland	U111	U112	0-20	33	53	18	29	8.19	14.26	9.8	110	1.8	1	717.7	0.948798255	4	0.699039444	atlantic	1	9.8	Spring	196	17.46250007	13.79166673	41.66666487	685.1480664	36.40000153	3.299999952	33.10000157	13.34999998	26.31666724	26.31666724	9.683333357	408	61	4	54.12827477	165	28	28	150	29.05.2018	11.54286194	1.282390237	LUCAS
Lucas0182	50263838	18.28757286	0.004483062	0	187.7647059	5	21.3216114	14.63871479	7.601260235	45.9693222	1.85851378	306.035269	0.006072874	42.14123007	Lucas0182	WL_coniferous	Woodland	U120	U120	0-20	37	4	74	22	4.68	26.6	157.4	0	20.5	9.7	66.1	0.844780119	1	0.447568989	alpine	2	16.22680412	Spring	1579	6.66666668	6.233333555	23.52201257	749.0003522	20.70000076	-5.800000191	26.50000095	7.666666567	0.816666618	16.01666689	-2.283333386	730	89	30	32.14468717	247	110	213	148	22.05.2018	11.35527897	-0.364326477	LUCAS
Lucas0183	32402336	413.9769592	16.28912195	90	0	6	95.61084747	17.65113497	11.9705786	64.15300931	2.149893843	335.935598	0.00639972	22.50740375	Lucas0183	WL_broadleaved	Woodland	U111	U111	0-20	12	13	69	17	4.47	38.5	40.6	0	107.6	4.1	269.2	0.978262538	4	1.887634848	atlantic	2	9.902439024	Summer	921	12.77916666	9.341666619	45.34789432	423.3387713	24.20000076	3.599999905	20.60000086	11.04999995	17.95000013	18.33333317	8.116666714	1114	126	55	24.39049293	346	193	199	310	03.06.2018	21.36465645	1.022754788	LUCAS
Lucas0184	33862010	1080.7052	1.817395273	90	0	6	64.2989502	18.92488766	11.18281214	31.03862542	0.994500098	213.9425129	0.004648445	15.62810739	Lucas0184	CL_annual	Cropland	U420	U420	0-20	10	52	13	35	8.19	22.4	8.3	192	12	1.2	686.9	1.27163511	4	1.238306968	atlantic	1	6.916666667	Summer	2405	11.11249992	15.07499988	43.95043795	676.7137204	30.79999924	-3.5	34.29999924	13.18333318	4.566666673	19.94999965	3.416666667	433	67	18	39.22069703	163	63	124	67	05.06.2018	11.14934444	1.525176883	LUCAS
Lucas0185	46463950	88.20349121	0.008965869	7.252246865	136.9411765	6	31.91002274	17.02274466	7.1780005	46.14482558	3.1775907	544.3162959	0.005837765	16.34808853	Lucas0185	WL_coniferous	Woodland	U120	U120	0-20	4	12	63	26	4.99	9.98	83.5	1	16.6	4.4	100.9	0.628915836	1	0.637910274	alpine	2	18.97727273	Summer	476	6.375000008	7.600000018	28.04428011	713.7051189	21.60000038	-5.5	27.10000038	14.38333337	0.800000049	15.5999999	-1.900000006	572	70	28	26.95312486	192	98	185	117	19.06.2018	6.402084351	-0.165767655	LUCAS
Lucas0186	32321698	1185.760254	5.207495133	14.5337469	323.2941176	5	37.44814301	14.63697577	14.86005994	21.17516367	0.291820873	386.7599309	0.000754527	8.747044917	Lucas0186	D10	Shrubland	U420	U420	0-20	34	22	30	49	7.81	19.73	60.1	257	4.5	4	252.8	1.054341961	4	0.786115038	atlantic	Shrubland	15.025	Spring	555	12.75000008	14.46666685	41.09848531	731.8904584	33.5	-1.700000048	35.20000005	5.466666718	22.1833334	22.38333368	4.583333383	442	51	7	43.32681627	151	38	41	144	30.05.2018	7.02983284	0.121034972	LUCAS
Lucas0187	43122714	569.9107056	7.332180632	5.126400082	272.4705882	6	120.6688004	17.16072559	8.745070834	106.595975	3.139006236	692.8521424	0.004530557	28.99585773	Lucas0187	GL_managed	Grassland	U111	U111	0-20	27	22	29	48	6.64	36.8	35.8	3	12.8	4.3	122.2	0.926007239	7	2.405643039	continental	3	8.325581395	Summer	1821	8.450000017	7.883333387	30.43758165	682.0223895	22.29999924	-3.599999905	25.89999914	16.86666648	1.283333397	16.86666648	0.099999984	1488	178	85	25.85554275	512	269	512	276	01.06.2018	19.65937233	-0.270431697	LUCAS
Lucas0188	32682930	54.81916809	1.308521854	90	0	6	34.1044693	16.84350061	12.34244151	75.19645611	1.704169286	308.3734898	0.005526316	20.66156915	Lucas0188	CL_annual	Cropland	U111	U111	0-20	5	15	34	51	6.26	15.93	35.4	1	57.8	4	272.7	1.08638486	4	0.684231021	atlantic	1	8.85	Summer	1492	11.20416661	6.241666714	38.52880847	366.8257948	20.29999924	4.099999905	16.19999933	8.000000159	15.73333311	15.93333308	7.133333445	1088	134	48	33.1063446	385	159	190	377	06.06.2018	12.3833704	0.024978053	LUCAS
Lucas0189	32361730	1076.07251	4.108425074	0	127.0588235	5	40.96035385	14.73950791	13.19192118	25.75446646	0.8000378	176.6462546	0.004529039	10.50405954	Lucas0189	GL_managed	Grassland	U111	U420	0-20	20	20	49	31	8.02	16.93	13.3	278	2	1.6	242.9	1.221722177	4	0.857996985	atlantic	3	8.3125	Spring	1546	12.90000014	14.86666687	41.5270007	736.9285344	33.90000153	-1.899999976	35.8000015	8.599999994	22.40000057	22.60000038	4.666666677	437	51	7	42.95045904	149	38	42	141	30.05.2018	6.798652172	-0.017459093	LUCAS
Lucas0190	44262618	1140.620972	0.253803005	19.26546457	310.5882353	6	67.86297607	13.88143539	4.820033224	75.99069214	5.653654703	643.9657672	0.008779434	35.61066127	Lucas0190	WL_coniferous	Woodland	U120	U120	0-20	5	10	44	46	4.71	11.12	54.9	63.28125023	19	3.3	83.9	0.731740403	7	1.447544758	continental	2	16.63636364	Summer	2108	6.633333366	9.08333339	34.27672916	666.3207394	21.10000038	-5.400000095	26.50000048	14.88333321	-1.366666655	14.88333321	-1.366666655	696	98	24	47.25357851	286	79	286	79	24.06.2018	18.08934021	0.334665895	LUCAS
Lucas0191	46503324	78.09440613	1.5047485	5.126400082	88.94117647	6	28.74176979	18.72479916	9.614119304	43.55538679	0.194607268	75.18327472	0.002588438	0.665446681	Lucas0191	CL_annual	Cropland	U111	U111	0-20	10	9	73	18	5.43	5.84	6.7	1	60.7	0.7	77.5	1.067405006	6	0.555667112	boreal	1	9.571428571	Summer	2371	8.62499999	8	29.96254757	709.566134	23.29999924	-3.400000095	26.69999933	17.38333352	0.949999988	17.38333352	-0.016666691	526	66	29	25.79926624	181	98	181	107	04.06.2018	2.445656776	-0.864230156	LUCAS
Lucas0192	50683780	77.16150665	1.090012583	0	70.58823529	5	25.06829453	15.42863846	7.321641997	47.75043819	2.935751063	576.6211477	0.0050913	25.51275638	Lucas0192	WL_broadleaved	Woodland	U120	U120	0-20	11	9	67	25	6.01	21.6	45.5	1	15.6	3.6	80.3	0.999884813	1	0.517633684	alpine	2	12.63888889	Spring	2371	6.250000024	7.066666584	26.07626101	760.290015	20.89999962	-6.199999809	27.09999943	14.68333332	0.450000028	15.69999997	-2.883333296	732	84	32	29.61296073	238	119	231	143	24.05.2018	14.19754505	-0.206106365	LUCAS
Lucas0194	51364282	86.32023621	0.195529433	0	45.17647059	6	46.76947021	15.041605	5.046335446	47.03071032	2.812197483	441.7024847	0.006366723	32.22896506	Lucas0194	WL_coniferous	Woodland	U120	U120	0-20	1	20.05210918	39.89454094	39.80887097	4.09	9.44	35.3	2	32.5	1.7	54.2	0.610864775	6	0.973520144	boreal	2	20.76470588	Summer	1803	3.879166692	8.608333349	25.92871431	864.6451141	21.70000076	-11.5	33.20000076	13.10000014	-2.783333262	14.91666667	-6.433333317	618	81	32	32.26871304	221	101	211	124	24.06.2018	12.66353893	-0.170571536	LUCAS
Lucas0195	52383540	90.10591125	0.167752575	0	8.470588235	6	37.25840759	17.60135365	7.722953746	45.87252607	1.062950938	128.7617845	0.008255174	7.104557641	Lucas0195	GL_managed	Grassland	U111	U111	0-20	6	4	85	11	5.26	5.46	18	0	50.2	2	53.4	1.157267211	6	0.736312468	boreal	3	9	Summer	1521	6.470833289	8.508333304	28.45596459	810.8117584	22.39999962	-7.5	29.89999962	16.33333317	-2.799999992	16.33333317	-3.54999996	615	82	27	30.84007825	219	99	219	111	14.06.2018	3.963012457	-0.803177476	LUCAS
Lucas0196	33863294	382.1741028	0.526106036	0	199.0588235	6	19.23939323	14.85080862	9.311535484	94.4018647	9.239524703	1198.940796	0.007706406	46.40522876	Lucas0196	GL_managed	Grassland	U111	U111	0-20	2	20.05210918	39.89454094	39.80887097	4.54	21.72	228.7	3	52.1	13.7	154.1	0.353790274	4	0.402070389	atlantic	3	16.69343066	Summer	1161	8.299999923	6.099999964	34.26966419	434.328105	18.29999924	0.5	17.79999924	4.483333309	12.18333324	13.79999987	3.416666627	1676	198	92	28.17849786	582	286	314	527	25.06.2018	15.89503098	-0.481910616	LUCAS
Lucas0197	47682402	729.5211792	28.90520466	19.94844359	86.11764706	6	99.15979767	17.09937048	9.526424709	95.18439182	3.444062357	791.2717408	0.004352566	26.24281366	Lucas0197	GL_managed	Grassland	U111	U420	0-20	55	31	13	56	7.27	20.6	75	19	4	6.2	215.1	0.866738976	7	1.979262348	continental	3	12.09677419	Summer	2862	7.966666697	10.10000003	35.56338025	684.494947	23.5	-4.900000095	28.4000001	4.166666602	16.38333321	16.38333321	-0.516666651	1277	161	66	24.78525734	429	242	242	318	12.06.2018	18.23796654	-0.090910278	LUCAS
Lucas0198	31542242	813.6675415	1.915314515	90	0	6	75.20757294	18.74157238	11.17319152	38.1471128	1.099753928	417.9064925	0.002631579	12.3153527	Lucas0198	CL_annual	Cropland	U111	U111	0-20	6	29	39	32	8.02	17.04	14.9	291	16.3	1.6	375.4	1.268418341	4	1.453523144	atlantic	1	9.3125	Summer	2083	11.56666672	11.70000028	40.20618548	615.4316105	28.70000076	-0.400000006	29.10000077	8.016666661	19.46666686	19.46666686	4.533333227	463	53	18	30.30542087	148	66	66	134	04.06.2018	12.99792671	0.905917227	LUCAS
Lucas0199	33362096	800.597168	1.258322413	90	0	5	80.11901855	15.28040171	12.53522486	28.79222488	1.146018536	279.7855116	0.004096061	13.09993425	Lucas0199	GL_unmanaged	Grassland	U420	U410	0-20	32	17	44	39	7.37	16.86	14.9	1	2.8	1.8	191.7	1.304167395	4	1.659452194	atlantic	3	8.277777778	Spring	1726	12.39166662	13.08333324	41.9337604	649.6496623	30.5	-0.699999988	31.19999999	14.18333328	6.083333336	20.83333317	5.0833334	406	58	23	30.35304893	142	76	90	90	27.05.2018	7.244130611	0.048436552	LUCAS
Lucas0200	43663228	83.76459503	0.557934731	0	182.1176471	6	29.82889557	17.69227695	10.05258957	57.16828437	1.175399555	571.7143435	0.002055921	17.68526228	Lucas0200	CL_annual	Cropland	U111	U111	0-20	9	30	9	61	7.64	19.72	44.2	44	60.9	4.5	285.3	1.067405006	7	0.58843077	continental	1	9.822222222	Summer	2192	8.916666598	7.883333224	31.78763403	628.2057128	23	-1.799999952	24.79999995	16.68333324	2.083333353	16.68333324	1.350000008	597	67	34	17.13935652	183	124	183	130	04.06.2018	2.842588186	-1.009264708	LUCAS
Lucas0201	38562344	161.4833679	7.406123802	90	0	6	42.01560593	22.18374538	14.55894661	73.05679522	1.090747647	243.0893269	0.004487024	19.82058949	Lucas0201	CL_permanent	Cropland	U111	U111	0-20	89	36	16	48	7.95	15.72	16.2	300	8.2	1.8	160.2	1.078833736	7	0.761376482	continental	1	9	Summer	1186	13.5666667	9.783333421	35.83638716	628.5384587	28.79999924	1.5	27.29999924	14.00000016	21.63333321	21.63333321	6.283333381	777	126	29	35.6928721	269	127	127	198	12.06.2018	17.14724159	1.38468945	LUCAS
Lucas0202	40562500	1211.863647	6.993508084	27.87128893	144	6	79.91574097	15.30517387	2.577252495	75.9871262	1.799014778	900.5213793	0.001997748	16.58448389	Lucas0202	WL_broadleaved	Woodland	U120	U120	0-10	41	23	24	53	7.4	20.1	40.6	104	10.8	4.3	158.7	0.987276981	4	1.654392989	atlantic	2	9.441860465	Summer	1925	8.254166462	10.45833314	36.56759851	669.0001172	24	-4.599999905	28.5999999	1.116666665	16.14999962	16.49999968	0.149999936	1051	109	69	16.26997261	313	223	230	312	05.06.2018	20.31649971	-0.263061613	LUCAS
Lucas0203	47363330	45.33981705	0.74155796	5.126400082	145.4117647	6	31.98579407	19.29507303	9.422524829	42.72220792	0.553430426	46.48815582	0.011904762	3.635441326	Lucas0203	CL_annual	Cropland	U111	U120	0-20	4	3	95	2	5.13	4.95	7.6	0	138.2	0.8	39.1	1.067405006	6	0.611640681	boreal	1	9.5	Summer	2131	8.604166652	8.008333335	29.77075579	728.5647695	23.5	-3.400000095	26.9000001	17.63333321	0.783333321	17.63333321	-0.266666671	551	72	26	28.71815132	194	96	194	106	04.06.2018	5.48140955	-0.555653572	LUCAS
Lucas0204	46342786	317.8276672	1.903704842	0	309.1764706	6	100.8847733	18.99462461	10.18126603	75.99547256	0.930749557	160.7094236	0.005791506	14.9715624	Lucas0204	CL_annual	Cropland	U111	U111	0-20	13	19	13	67	6.7	18.58	12	0	49.8	1.5	182.3	1.332779668	7	1.940292367	continental	1	8	Summer	2561	8.929166611	8.358333218	29.95818399	747.1018391	23.89999962	-4	27.89999962	18.03333298	-0.316666663	18.03333298	-0.316666663	876	118	49	28.39299963	311	162	311	162	04.06.2018	13.4592638	-0.775889874	LUCAS
Lucas0205	53183886	116.8687057	0.658962276	0	326.1176471	6	46.25684738	16.08126211	6.432127827	49.19413557	0.834399561	266.34034	0.003132832	7.381073303	Lucas0205	CL_annual	Cropland	U111	U111	0-20	12	9	71	20	6.95	7.34	21	2	27.5	1.9	133.3	1.32545261	6	0.942454317	boreal	1	11.05263158	Summer	2321	5.76250004	7.775000269	26.26689204	814.6084609	21.70000076	-7.900000095	29.60000086	11.00000012	-0.166666617	15.88333352	-4.133333405	717	81	35	26.84807105	230	118	220	146	05.06.2018	4.919151306	-0.909485042	LUCAS
Lucas0206	49604542	33.06046677	0.017602349	0	28.23529412	6	41.77075958	12.82732964	4.507052221	34.64148968	15.14345404	1783.45961	0.008491055	87.98527443	Lucas0206	WL_coniferous	Woodland	U120	U120	0-20	21	20.05210918	39.89454094	39.80887097	3.81	9.94	476.4	1	33.1	11.2	248.3	0.14333588	6	0.911481422	boreal	2	42.53571429	Summer	1445	3.20416671	7.291666687	22.85788889	863.2113831	20.10000038	-11.80000019	31.90000057	12.83333341	-3.549999952	14.21666654	-7.099999905	523	69	24	33.23396788	190	78	176	99	05.06.2018	10.48775005	-0.060949899	LUCAS
Lucas0207	49764590	12.68764496	2.491243768	0	63.52941176	6	42.83094025	11.8916223	4.21098743	31.62802952	2.45051941	313.8480044	0.007807981	39.51719577	Lucas0207	CL_annual	Cropland	U111	U111	0-20	8	25	5	70	4.26	19.35	89	1	72.6	6.2	97.9	0.823885821	6	0.954096512	boreal	1	14.35483871	Summer	1351	2.58333334	6.45000006	20.09345789	887.4896497	19.10000038	-13	32.10000038	12.73333327	-4.71666654	13.80000003	-7.983333389	520	69	25	32.07788639	184	79	175	102	05.06.2018	5.88035202	-0.843121767	LUCAS
Lucas0208	53763890	113.4195633	0.492885617	0	264	6	44.81840515	16.49436235	6.468880754	46.94285202	0.524535316	228.4402726	0.00229616	10.34827529	Lucas0208	CL_annual	Cropland	U111	U112	0-20	3	12	68	20	7.3	11.99	23.6	10	38.3	2	120.7	1.352306309	7	0.905525458	continental	1	11.8	Summer	2378	5.391666671	7.383333345	24.1285408	868.443835	21.79999924	-8.800000191	30.59999943	16.0666666	-4.516666651	16.0666666	-5.24999998	615	82	28	32.17179804	219	96	219	108	05.06.2018	5.064236641	-1.039780259	LUCAS
Lucas0209	36703150	55.78908539	0.979241249	5.126400082	24	6	15.86073685	16.99547338	11.1171736	53.66774368	1.761404205	559.029089	0.003150827	15.79826319	Lucas0209	GL_managed	Grassland	U111	U111	0-20	7	14	39	46	6.27	10.94	21.8	3	30.7	2.4	126.8	1.150256196	7	0.317243458	continental	3	9.083333333	Summer	1369	9.962499971	7.541666756	37.33498385	481.267852	21.5	1.299999952	20.20000005	7.549999952	11.45000005	16.0666666	4.449999948	723	80	44	23.87477586	237	144	151	201	12.06.2018	7.929601669	-0.279975563	LUCAS
Lucas0210	47884132	22.06593323	0.028863878	0	111.5294118	6	34.7003479	15.35910654	6.534320254	40.08527003	3.100630399	381.4550549	0.008128429	27.79838166	Lucas0210	WL_coniferous	Woodland	U120	U120	0-20	20	20.05210918	39.89454094	39.80887097	4.21	14.01	266.8	1	27	10.1	218	0.366097924	6	0.717555604	boreal	2	26.41584158	Summer	351	5.6208333	7.475000069	26.79211439	726.9939957	21.10000038	-6.800000191	27.90000057	14.01666673	-0.250000035	15.08333333	-2.76666676	617	78	30	30.07097106	209	103	202	129	06.06.2018	2.635904074	-0.993572414	LUCAS
Lucas0211	37922340	824.656189	2.800321907	90	0	6	51.72594452	17.9781394	11.35422922	82.70496368	2.474304783	726.9285873	0.00340378	25.89845038	Lucas0211	D20	Shrubland	U420	U420	0-10	12	24	20	56	7.07	15.31	79.2	1	4.6	7.9	335.5	0.865682499	4	1.014669133	atlantic	Shrubland	10.02531646	Summer	1868	9.958333314	8.366666752	34.14966021	587.9542137	24	-0.5	24.5	6.883333226	17.51666673	17.51666673	3.416666591	909	123	34	29.81058725	300	145	145	258	11.06.2018	18.39974785	0.369750708	LUCAS
Lucas0212	36662704	156.3540955	1.108140532	90	0	6	67.13444519	19.65112972	12.07582178	54.29225139	1.049245283	281.8763522	0.00372236	11.79896821	Lucas0212	CL_annual	Cropland	U111	U111	0-20	7	9	23	68	7.12	14.92	12.4	2	25.7	1.3	71.9	1.113629543	7	1.275080811	continental	1	9.538461538	Summer	1708	11.16666664	9.483333329	38.39406143	579.9777985	25.60000038	0.899999976	24.70000041	7.799999992	18.50000016	18.50000016	4.299999992	721	71	49	11.97864933	199	152	152	190	11.06.2018	14.2821207	0.347534806	LUCAS
Lucas0213	49983054	425.3327942	2.46192033	11.47834095	241.4117647	6	101.217392	17.67979622	8.750945919	55.97231493	1.491697597	437.0457772	0.003413138	14.75437136	Lucas0213	GL_managed	Grassland	U111	U111	NA	67	20	43	37	6.96	17.08	33.4	3	5.9	3.3	131.7	1.067405006	6	1.997194139	boreal	3	10.12121212	Summer	2247	7.620833305	8.791666741	31.17612341	733.9199188	22.39999962	-5.800000191	28.19999981	16.5333333	-0.366666704	16.5333333	-1.51666672	757	104	35	39.02281435	297	115	297	121	05.06.2018	10.43110466	0.258367538	LUCAS
Lucas0214	27421740	55.61755753	2.455092046	7.252246865	347.2941176	6	9.620025635	21.23867321	17.93679267	33.16611531	0.209006073	327.0330321	0.000639098	3.91403359	Lucas0214	WL_broadleaved	Woodland	U120	U120	0-20	13	33	28	39	7.99	14.06	15.8	329	1.3	1.7	264.5	1.38989911	9	0.177364693	mediterranean	2	9.294117647	Summer	1690	17.44166662	10.29999983	43.27730901	475.1116379	30.70000076	6.900000095	23.80000067	13.03333354	23.4000001	23.70000013	12.08333325	527	108	2	74.01297446	262	17	23	242	05.06.2018	10.4619034	-0.0561357	LUCAS
Lucas0215	37822294	133.0261078	5.039535304	90	0	6	33.5062561	22.05606651	13.78283566	57.70962946	0.76670893	211.9424017	0.003617534	8.638093662	Lucas0215	CL_permanent	Cropland	U111	U111	0-20	63	21	44	35	7.84	14.57	26.5	428	22	1.3	310.1	1.067405006	7	0.608584271	continental	1	20.38461538	Summer	1056	14.23749988	8.241666615	34.34027654	580.7758228	27.70000076	3.700000048	24.00000072	11.03333322	21.71666654	21.71666654	7.649999897	614	85	19	31.43295304	203	94	94	177	24.06.2018	16.08014297	1.351319432	LUCAS
Lucas0216	37042680	160.1952057	0.478379128	90	0	6	73.90133667	19.57396984	12.15812146	56.90655056	0.553544207	406.6704776	0.001361162	12.63525886	Lucas0216	CL_annual	Cropland	U111	U111	0-20	10	30	4	66	7.51	12.65	16.5	3	44.7	1.8	256.3	1.212772031	9	1.405663999	mediterranean	1	9.166666667	Summer	1806	11.28750007	9.475000208	37.59920719	587.8200242	26	0.800000012	25.19999999	11.75000024	18.69999997	18.69999997	4.400000006	729	75	52	11.00792316	197	164	164	181	18.06.2018	12.32350826	0.069132172	LUCAS
Lucas0217	41462518	1672.721802	9.743279351	16.26020471	145.4117647	6	55.70201492	12.78372526	2.773084615	72.59178142	3.084527569	858.0228322	0.003594925	32.0739152	Lucas0217	GL_managed	Grassland	U111	U111	0-20	4	13	23	63	6.37	40.86	33.7	1	19.6	3.4	110.2	0.739245951	7	1.216633522	continental	3	9.911764706	Summer	1869	5.079166691	8.458333373	35.24305502	584.2378821	18.60000038	-5.400000095	24.00000048	3.200000008	12.53333346	12.61666663	-1.266666691	888	97	55	15.04202866	245	190	197	204	06.06.2018	24.3593235	0.021891553	LUCAS
Lucas0218	52364022	67.34070587	0.189498543	0	124.2352941	6	46.98722076	15.64059353	6.482446194	51.3222323	1.332213513	537.0472813	0.002480626	11.29139073	Lucas0218	GL_managed	Grassland	U111	U111	0-20	15	12	54	33	6.83	9.73	27.6	1	19.8	2.7	138.1	1.368771445	9	0.966008376	mediterranean	3	10.22222222	Summer	1852	5.424999923	8.183333476	25.6530833	848.7571145	22.79999924	-9.100000381	31.89999962	14.69999989	-0.833333433	15.89999994	-4.900000135	648	78	31	31.55856302	222	97	209	126	13.06.2018	6.225064278	-0.597718239	LUCAS
Lucas0219	38462556	878.3551025	2.124672068	90	0	6	87.11854553	16.8540554	10.55812575	61.49989981	2.348001796	527.0829217	0.00445471	26.23385227	Lucas0219	CL_annual	Cropland	U111	U111	0-20	35	26	31	43	5.46	13.14	41.4	3	53.4	3.9	242.1	0.973230435	4	1.747471591	atlantic	1	10.61538462	Summer	1371	8.291666703	8.483333197	35.20055213	582.9464177	22.10000038	-2	24.10000038	13.70000021	2.33333323	15.66666698	1.583333294	874	93	52	19.31740912	258	168	254	177	11.06.2018	19.65173531	0.106806971	LUCAS
Lucas0220	46002792	440.9887085	5.634371201	0	93.17647059	6	121.0521774	18.27096796	10.05563636	77.57870042	1.838821138	463.697832	0.003965559	18.65079365	Lucas0220	WL_coniferous	Woodland	U120	U120	0-20	2	23	23	54	6.96	55.5	55.9	22	19.5	4	177.4	0.875231267	7	2.361027736	continental	2	13.975	Summer	3603	8.333333259	8.383333274	30.93480924	718.5665315	23	-4.099999905	27.0999999	17.11666632	0.883333395	17.11666632	-0.49999996	1065	132	64	23.21735412	362	213	362	218	04.06.2018	14.84078121	-0.714516997	LUCAS
